"name"	"common_name"
LEPIDIUM CHALEPENSE WHOLE	""
CARDARIA DRABA WHOLE	""
LEPIDIUM MATRITENSE WHOLE	""
CRUCIFERA CARDARIA WHOLE	""
LEPIDIUM DRABA WHOLE	""
MACA [HOC]	""
LEPIDIUM WEDDELLII WHOLE	""
LEPIDIUM GELIDUM WHOLE	""
LEPIDIUM MARGINATUM WHOLE	""
MACA WHOLE	""
LEPIDIUM MEYENII [WHO-DD]	""
LEPIDIUM MEYENII WALP.	""
LEPIDIUM PERUVIANUM WHOLE	""
LEPIDIUM AFFINE WHOLE	""
LEPIDIUM MEYENII WHOLE	""
LEPIDIUM ORBIGNYANUM WHOLE	""
POORMAN'S PEPPER WHOLE	""
POORMAN PEPPERWEED WHOLE	""
LEPIDIUM IBERIS WHOLE	""
LEPIDIUM GERLOFFIANUM WHOLE	""
LEPIDIUM HORSTII WHOLE	""
DILEPTIUM VIRGINICUM WHOLE	""
LEPIDIUM MICROPTERUM WHOLE	""
NASTURTIUM MAJUS WHOLE	""
LEPIDIUM VIRGINICUM WHOLE	""
LEPIDIUM DANIELSII WHOLE	""
LEPIDIUM ARCUATUM WHOLE	""
VIRGINIA PEPPERGRASS [HOC]	""
CLYPEOLA CAROLINIANA WHOLE	""
POORMAN'S PEPPERWORT WHOLE	""
DILEPTIUM DIFFUSUM WHOLE	""
CRUCIFERA VIRGINICA WHOLE	""
CYNOCARDAMUM VIRGINICUM WHOLE	""
LEPIDIUM MAJUS WHOLE	""
DILEPTIUM PRECOX WHOLE	""
VIRGINIA PEPPERWEED WHOLE	""
LEPIDIUM PRAECOX WHOLE	""
THLASPI VIRGINICUM WHOLE	""
LEPIDIUM VIRGINICUM L.	""
NASTURTIUM IBERIS WHOLE	""
VIRGINIAN PEPPERCRESS WHOLE	""
THLASPI VIRGINIANUM WHOLE	""
NASTURTIASTRUM VIRGINICUM WHOLE	""
LEPIDIUM DIANDRUM WHOLE	""
SENEBIERA MEXICANA WHOLE	""
LEPIDIUM EXIGUIFLORUM WHOLE	""
IBERIS VIRGINICA WHOLE	""
VIRGINIA PEPPERGRASS WHOLE	""
NASTURTIUM DIANDRUM WHOLE	""
LESSERTIA TOMENTOSA WHOLE	""
LESSERTIA TOMENTOSA DC.	""
ANGELICA PALUDAPIFOLIA WHOLE	""
LEVISTICUM OFFICINALE W.D.J. KOCH	""
LOVAGE WHOLE	""
AMERICAN LOVAGE WHOLE	""
HIPPOSELINUM LEVISTICUM WHOLE	""
LEVISTICUM OFFICINALE [WHO-DD]	""
LEVISTICUM OFFICINALE WHOLE	""
SELINUM LEVISTICUM WHOLE	""
LEVISTICUM OFFICINALE	""
ANGELICA LEVISTICUM WHOLE	""
LEVISTICUM OFFICINALE [HPUS]	""
B2952 [LANGUAL]	""
LOVAGE [HOC]	""
LIGUSTICUM LEVISTICUM WHOLE	""
GARDEN LOVAGE WHOLE	""
LILIUM ALBUM WHOLE	""
MADONNA LILY WHOLE	""
LILIUM CANDIDUM L.	""
LILIUM CANDIDUM WHOLE	""
LILIUM PEREGRINUM WHOLE	""
MADONNA-LILY WHOLE	""
LILIUM STRIATUM WHOLE	""
LIMNOPHYTON OBTUSIFOLIUM WHOLE	""
ALISMA SAGITTIFOLIUM WHOLE	""
SAGITTARIA OBTUSIFOLIA WHOLE	""
CALDESIA SAGITTARIOIDES WHOLE	""
ALISMA KOTSCHYI WHOLE	""
LIMNOPHYTON PARVIFOLIUM WHOLE	""
DIPSEUDOCHORION SAGITTIFOLIUM WHOLE	""
SAGITTARIA NYMPHAEIFOLIA WHOLE	""
ALISMA OBTUSIFOLIUM WHOLE	""
LIMNOPHYTON OBTUSIFOLIUM (L.) MIQ.	""
LIMONIUM NARBONENSE [WHO-DD]	""
LIMONIUM NARBONENSE WHOLE	""
LINARIA GEBLERI WHOLE	""
LINARIA PERRIERI WHOLE	""
ANTIRRHINUM COMMUNE WHOLE	""
LINARIA VERSICOLOR WHOLE	""
LINARIA SPECIOSA WHOLE	""
LINARIA PROSTRATA WHOLE	""
ANTIRRHINUM GENISTIFOLIUM WHOLE	""
RAMSTED WHOLE	""
YELLOW TOADFLAX WHOLE	""
LINARIA VULGARIS MILL.	""
PELORIA LINARIA WHOLE	""
ANTIRRHINUM LINARIOIDES WHOLE	""
FLAXWEED WHOLE	""
TOADFLAX [HOC]	""
ANTIRRHINUM OCHROLEUCUM WHOLE	""
LINARIA RACEMOSA WHOLE	""
ANTIRRHINUM GLANDULOSUM WHOLE	""
LINARIA LINIFOLIA WHOLE	""
WILD SNAPDRAGON WHOLE	""
ANTIRRHINUM LINARIA WHOLE	""
LINARIA VULGARIS [HPUS]	""
LINARIA PENSYLVANICA WHOLE	""
TOADFLAX WHOLE	""
LINARIA VULGARIFORMIS WHOLE	""
BUTTERANDEGGS WHOLE	""
LINARIA LINARIOIDES WHOLE	""
ANTIRRHINUM VULGARE WHOLE	""
LINARIA CILIATA WHOLE	""
BUTTER AND EGGS WHOLE	""
GREATER BUTTER-AND-EGGS WHOLE	""
LINARIA VULGARIS [WHO-DD]	""
LINARIA VULGARIS	""
LINARIA ELONGATA WHOLE	""
LINARIA VULGARIS WHOLE	""
LIQUIDAMBAR MACROPHYLLA WHOLE	""
SWEET GUM [HOC]	""
LIQUIDAMBAR BARBATA WHOLE	""
LIQUIDAMBAR STYRACIFLUA WHOLE	""
LIQUIDAMBAR GUMMIFERA WHOLE	""
LIQUIDAMBAR TUBERCULATA WHOLE	""
LIQUIDAMBAR STYRACIFLUA L.	""
LIQUIDAMBAR STYRACIFLUA [WHO-DD]	""
SWEETGUM WHOLE	""
BOIS-JAUNE WHOLE	""
TULIP-POPLAR WHOLE	""
TULIP POPLAR WHOLE	""
LIRIODENDRON TULIPIFERA WHOLE	""
LIRIODENDRON FASTIGIATUM WHOLE	""
LIRIODENDRON TULIPIFERA L.	""
YELLOW-POPLAR WHOLE	""
TULIPIFERA LIRIODENDRUM WHOLE	""
LIRIODENDRON PROCERUM WHOLE	""
TULIPTREE WHOLE	""
YELLOW POPLAR WHOLE	""
LIRIODENDRON TRUNCATIFOLIUM WHOLE	""
GOLD-SILVER FLOWER (LONICERA HYPOGLAUCA) WHOLE	""
LONICERA RUBROPUNCTATA WHOLE	""
CAPRIFOLIUM HYPOGLAUCUM WHOLE	""
LONICERA HYPOGLAUCA MIQ.	""
HONEYSUCKLE (LONICERA HYPOGLAUCA) [HOC]	""
HONG XIAN REN DONG WHOLE	""
JIN YIN HUA (LONICERA HYPOGLAUCA) WHOLE	""
CAPRIFOLIUM MOLLISSIMUM WHOLE	""
LONICERA HYPOGLAUCA WHOLE	""
FLOS LONICERAE (LONICERA HYPOGLAUCA) WHOLE	""
LONICERA MOLLISSIMA WHOLE	""
JAPANESE HONEYSUCKLE WHOLE	""
CHINESE HONEYSUCKLE WHOLE	""
LONICERA NIGRA WHOLE	""
LONICERA FAURIEI WHOLE	""
LONICERA FINLAYSONIANA WHOLE	""
LONICERA REPENS WHOLE	""
NINTOOA JAPONICA WHOLE	""
XYLOSTEON FLEXUOSUM WHOLE	""
LONICERA JAPONICA [WHO-DD]	""
LONICERA AUREORETICULATA WHOLE	""
CAPRIFOLIUM CHINENSE WHOLE	""
LONICERA JAPONICA THUNB.	""
CAPRIFOLIUM JAPONICUM WHOLE	""
LONICERA JAPONICA WHOLE	""
LONICERA FLEXUOSA WHOLE	""
LONICERA DIVERSIFOLIA WHOLE	""
LONICERA COCHINCHINENSIS WHOLE	""
LONICERA BRACHYPODA WHOLE	""
NINTOOA JAPONICA (THUNB.) SWEET	""
LONICERA CHINENSIS WHOLE	""
CAPRIFOLIUM BRACHYPODUM WHOLE	""
LONICERA SHINTENENSIS WHOLE	""
CAPRIFOLIUM ROSEUM WHOLE	""
REN DONG WHOLE	""
JAPANESE HONEYSUCKLE [HOC]	""
PERICLYMENUM SEROTINUM WHOLE	""
CAPRIFOLIUM SEMPERFLORENS WHOLE	""
EUROPEAN WOODBINE WHOLE	""
LONICERA SEMPERFLORENS WHOLE	""
EUCHYLIA VERTICILLATA WHOLE	""
LONICERA SEROTINA WHOLE	""
CAPRIFOLIUM PERICLYMENUM WHOLE	""
LONICERA GERMANICA WHOLE	""
LONICERA PERICLYMENUM L.	""
LONICERA ETRUSCA WHOLE	""
CAPRIFOLIUM QUERCIFOLIUM WHOLE	""
LONICERA PERICLYMENUM WHOLE	""
LONICERA ODORA WHOLE	""
CAPRIFOLIUM DISTINCTUM WHOLE	""
PERICLYMENUM VULGARE WHOLE	""
LONICERA BELGICA WHOLE	""
PERICLYMENUM GERMANICUM WHOLE	""
EUROPEAN HONEYSUCKLE WHOLE	""
JUSSIAEA SESSILIFLORA WHOLE	""
LUDWIGIA ERECTA WHOLE	""
JUSSIAEA ERECTA WHOLE	""
JUSSIAEA ACUMINATA WHOLE	""
ISNARDIA DISCOLOR WHOLE	""
YERBA DE JICOTEA WHOLE	""
JUSSIAEA ONAGRA WHOLE	""
LUDWIGIA ERECTA (L.) H.HARA	""
LUDWIGIA PLUMERIANA WHOLE	""
JUSSIAEA DECLINATA WHOLE	""
JUSSIAEA PLUMERIANA WHOLE	""
JUSSIAEA NUBICA WHOLE	""
JUSSIAEA ALTISSIMA WHOLE	""
LUDWIGIA ACUMINATA WHOLE	""
JUSSIAEA RAMOSA WHOLE	""
JUSSIAEA POLYGONIFOLIA WHOLE	""
FLOATING PRIMROSE-WILLOW WHOLE	""
LUDWIGIA PEPLOIDES (KUNTH) P.H.RAVEN	""
FLOATING PRIMROSE WHOLE	""
JUSSIAEA PATIBILCENSIS WHOLE	""
JUSSIAEA POLYGONOIDES WHOLE	""
CREEPING WATERPRIMROSE WHOLE	""
ISNARDIA DIFFUSA WHOLE	""
JUSSIAEA GOMEZII WHOLE	""
JUSSIAEA OBLONGA WHOLE	""
JUSSIAEA PEPLOIDES WHOLE	""
LUDWIGIA PEPLOIDES WHOLE	""
JUSSIAEA CALIFORNIA WHOLE	""
JUSSIAEA BOYDIANA WHOLE	""
FLOATING PRIMROSEWILLOW WHOLE	""
LUDWIGIA RAMULOSA WHOLE	""
JUSSIAEA MENDOCINENSIS WHOLE	""
JUSSIAEA RAMULOSA WHOLE	""
JUSSIAEA BERTEROANA WHOLE	""
JUSSIAEA PUMILA WHOLE	""
JUSSIAEA MAURITIANA WHOLE	""
LUPINUS PERENNIS WHOLE	""
SUNDIAL LUPINE WHOLE	""
LUPINUS PERENNIS L.	""
LYCIUM BARBATUM WHOLE	""
LYCIUM COCHINCHINENSE WHOLE	""
BOBERELLA HALIMIFOLIA WHOLE	""
LYCIUM BARBATUM [WHO-DD]	""
LYCIUM TURBINATUM WHOLE	""
MATRIMONY VINE WHOLE	""
LYCIUM HALIMIFOLIUM WHOLE	""
JASMINOIDES FLACCIDUM WHOLE	""
LYCIUM FLORIDUM WHOLE	""
LYCIUM DUNALIANUM WHOLE	""
LYCIUM BARBARUM [WHO-DD]	""
LYCIUM VULGARE DUNAL	""
LYCIUM TREWIANUM WHOLE	""
TEREMIS ELLIPTICA WHOLE	""
LYCIUM VULGARE WHOLE	""
MATRIMONYVINE WHOLE	""
LYCIUM LANCEOLATUM WHOLE	""
LYCIUM BARBARUM WHOLE	""
LYCIUM HALIMIFOLIUM MILL.	""
LYCIUM THUNBERGII WHOLE	""
COMMON MATRIMONYVINE WHOLE	""
LYCIUM BARBARUM L.	""
LYCIUM (LYCIUM BARBARUM) [HOC]	""
MATRIMONY-VINE WHOLE	""
LYCIUM PALLIDUM MIERS	""
LYCIUM PALLIDUM WHOLE	""
PALE DESERT-THORN WHOLE	""
PHYTOSALPINX AMERICANA WHOLE	""
LYCOPUS BRACTEATUS WHOLE	""
LYCOPUS PAUCIFLORUS WHOLE	""
LYCOPUS PINNATIFIDUS WHOLE	""
LYCOPUS HETEROPHYLLUS WHOLE	""
WATERHOREHOUND WHOLE	""
LYCOPUS SINUATUS WHOLE	""
AMERICAN BUGLEWEED [HOC]	""
AMERICAN WATER HOREHOUND WHOLE	""
LYCOPUS LONGIFOLIUS WHOLE	""
LYCOPUS PENSYLVANICUS WHOLE	""
LYCOPUS INTEGRIFOLIUS WHOLE	""
LYCOPUS AMERICANUS WHOLE	""
AMERICAN WATERHOREHOUND WHOLE	""
CUT-LEAF WATER-HOREHOUND WHOLE	""
LYCOPUS EXALTATUS WHOLE	""
LYCOPUS AMERICANUS MUHL. EX W.P.C.BARTON	""
AMERICAN BUGLEWEED WHOLE	""
LYCOPUS PRAEALTUS WHOLE	""
LYCOPUS LACERUS WHOLE	""
MORUS SPINOSA WHOLE	""
MORUS ZANTHOXYLON WHOLE	""
PROCRIS SIEBERI WHOLE	""
FUSTICTREE WHOLE	""
MACLURA SEMPERVIRENS WHOLE	""
BROUSSONETIA PLUMERI WHOLE	""
MACLURA PLUMIERA WHOLE	""
FUSTICUS TINCTORIA WHOLE	""
FUSTICUS VERA WHOLE	""
MORUS BRASILIENSIS WHOLE	""
FUSTICUS GLABRA WHOLE	""
MACLURA POLYNEURA WHOLE	""
MACLURA TINCTORIA WHOLE	""
MACLURA VELUTINA WHOLE	""
FUSTICUS TATAIBA WHOLE	""
MORUS TATAYIBA WHOLE	""
CHLOROPHORA MOLLIS WHOLE	""
MACLURA TINCTORIA (L.) D.DON EX STEUD.	""
MACLURA AFFINIS WHOLE	""
MORUS DIOICA WHOLE	""
MACLURA SIEBERI WHOLE	""
MORUS TATAIBA WHOLE	""
MACLURA SUBINTEGERRIMA WHOLE	""
FUSTICUS ZANTHOXYLON WHOLE	""
MACLURA CHLOROCARPA WHOLE	""
MACLURA ZANTHOXYLON WHOLE	""
BROUSSONETIA TINCTORIA WHOLE	""
BROUSSONETIA XANTHOXYLON WHOLE	""
CHLOROPHORA TINCTORIA WHOLE	""
MORUS PLUMIERA WHOLE	""
MAERUA UNIFLORA WHOLE	""
MAERUA CRASSIFOLIA FORSSK.	""
MAERUA ARABICA WHOLE	""
MAERUA CRASSIFOLIA WHOLE	""
WIEGMANNIA ARABICA WHOLE	""
MAESA DJALONIS WHOLE	""
MAESA PICTA WHOLE	""
MAESA ANGOLENSIS WHOLE	""
BAEOBOTRYS PICTA WHOLE	""
BAEOBOTRYS LANCEOLATA WHOLE	""
MAESA LANCEOLATA FORSSK.	""
BAEOBOTRYS RUFESCENS WHOLE	""
MAESA LANCEOLATA WHOLE	""
MAGNOLIA TARDIFLORA WHOLE	""
MAGNOLIA GALISSONIENSIS WHOLE	""
MAGNOLIA OBTUSIFOLIA WHOLE	""
BULL BAY WHOLE	""
MAGNOLIA PRAVERTIANA WHOLE	""
MAGNOLIA STRICTA WHOLE	""
MAGNOLIA ROTUNDIFOLIA WHOLE	""
MAGNOLIA ANGUSTIFOLIA WHOLE	""
MAGNOLIA EXONIENSIS WHOLE	""
MAGNOLIA MAXIMA WHOLE	""
MAGNOLIA GLORIOSA WHOLE	""
MAGNOLIA MICROPHYLLA WHOLE	""
MAGNOLIA FOETIDA WHOLE	""
MAGNOLIA GRANDIFLORA WHOLE	""
MAGNOLIA LONGIFOLIA WHOLE	""
MAGNOLIA GRANDIFLORA L.	""
MAGNOLIA PRAECOX WHOLE	""
SOUTHERN MAGNOLIA [HOC]	""
MAGNOLIA HARTWEGII WHOLE	""
MAGNOLIA ELLIPTICA WHOLE	""
MAGNOLIA LACUNOSA WHOLE	""
MAGNOLIA GLABRA WHOLE	""
SOUTHERN MAGNOLIA WHOLE	""
BULL-BAY WHOLE	""
MAGNOLIA FERRUGINEA WHOLE	""
MAGNOLIA HARTWICUS WHOLE	""
MAGNOLIA TOMENTOSA WHOLE	""
MAGNOLIA LANCEOLATA WHOLE	""
HOUPOEA OFFICINALIS WHOLE	""
MAGNOLIA CATHAYANA WHOLE	""
MAGNOLIA (MAGNOLIA OFFICINALIS) [HOC]	""
MAGNOLIA OFFICINALIS [WHO-DD]	""
MAGNOLIA OFFICINALIS REHDER & E.H.WILSON	""
MAGNOLIA OFFICINALIS WHOLE	""
MAGNOLIA FRONDOSA WHOLE	""
MAGNOLIA TRIPETALA (L.) L.	""
UMBRELLA MAGNOLIA WHOLE	""
MAGNOLIA TRIPETALA WHOLE	""
HOUPOEA TRIPETALA WHOLE	""
MAGNOLIA UMBELLATA WHOLE	""
UMBRELLA-TREE WHOLE	""
MAGNOLIA UMBRELLA WHOLE	""
MAGNOLIA MICHAUXII WHOLE	""
SWEETBAY WHOLE	""
MAGNOLIA FRAGRANS WHOLE	""
MAGNOLIA GLAUCA WHOLE	""
LAURIER DOUX WHOLE	""
SWAMP LAUREL WHOLE	""
SMALL MAGNOLIA WHOLE	""
SWEETBAY MAGNOLIA [HOC]	""
MAGNOLIA LATIFOLIA WHOLE	""
MAGNOLIA VIRGINIANA SUBSP. VIRGINIANA WHOLE	""
SWEET-BAY MAGNOLIA WHOLE	""
MAGNOLIA BURCHELLIANA WHOLE	""
LAUREL MAGNOLIA WHOLE	""
MAGNOLIA AUSTRALIS WHOLE	""
MAGNOLIA VIRGINIANA WHOLE	""
BEAVER-TREE LAUREL WHOLE	""
SWEETBAY MAGNOLIA WHOLE	""
MAGNOLIA VIRGINIANA L.	""
SWAMP-BAY WHOLE	""
MAGNOLIA GORDONIANA WHOLE	""
MALVA GLABRA WHOLE	""
MALVA SYLVESTRIS L.	""
MALVA TOMENTELLA WHOLE	""
MALVA ERECTA WHOLE	""
MALVA RUDERALIS WHOLE	""
ALTHAEA GODRONII WHOLE	""
MALVA LUCIDA WHOLE	""
ALTHAEA VULGARIS WHOLE	""
MALVA EQUINA WHOLE	""
MALVA ACUTILOBA WHOLE	""
COMMON MALLOW WHOLE	""
ALTHAEA MAURITIANA WHOLE	""
MALVA RECTA WHOLE	""
MALVA ZEBRINA WHOLE	""
MALVA GROSSHEIMII WHOLE	""
TALL MALLOW WHOLE	""
MALVA OBTUSA WHOLE	""
MALVA VULGARIS WHOLE	""
BLUE MALLOW WHOLE	""
MALVA MAJOR WHOLE	""
MALVA POLYMORPHA WHOLE	""
MALVA AMBIGUA WHOLE	""
MALVA SYLVESTRIS WHOLE	""
MALVA RACEMOSA WHOLE	""
HIGH MALLOW WHOLE	""
HIGH MALLOW [HOC]	""
MALVA SYLVESTRIS [WHO-DD]	""
MALVA ELATA WHOLE	""
MALVA PLEBEIA WHOLE	""
MALVA ALBIFLORA WHOLE	""
MALVA MAURITIANA WHOLE	""
MALVA GYMNOCARPA WHOLE	""
ABRICO WHOLE	""
SOUTH AMERICAN APRICOT WHOLE	""
POTAMOCHARIS MAMEI WHOLE	""
MAMMEA AMERICANA [WHO-DD]	""
MAMMEA AMERICANA WHOLE	""
ABRICO [HOC]	""
MAMEY APPLE WHOLE	""
MAMMEA AMERICANA L.	""
MAMEY WHOLE	""
MAMMEE APPLE WHOLE	""
SANTO DOMINGO APRICOT WHOLE	""
MANDRAGORA OFFICINALIS WHOLE	""
MANDRAGORA VERNALIS WHOLE	""
MANDRAGORA OFFICINARUM WHOLE	""
MANDRAKE WHOLE	""
MANDRAKE [HOC]	""
MANDRAGORA OFFICINARUM L.	""
MANDRAGORA NEGLECTA WHOLE	""
MANDRAGORA MAS WHOLE	""
MANDRAGORA ACAULIS WHOLE	""
MANDRAGORA PRAECOX WHOLE	""
MARKHAMIA PLATYCALYX WHOLE	""
SIALA WHOLE	""
SPATHODEA LUTEA WHOLE	""
DOLICHANDRONE PLATYCALYX WHOLE	""
MUENTERIA LUTEA WHOLE	""
MARKHAMIA LUTEA WHOLE	""
DOLICHANDRONE LUTEA WHOLE	""
MARKHAMIA HILDEBRANDTII WHOLE	""
MARKHAMIA LUTEA (BENTH.) K.SCHUM.	""
DOLICHANDRONE HILDEBRANDTII WHOLE	""
PRASIUM MARRUBIUM WHOLE	""
MARRUBIUM VULGARE WHOLE	""
HOREHOUND WHOLE	""
MARRUBIUM HYPERLEUCUM WHOLE	""
COMMON HOREHOUND WHOLE	""
MARRUBIUM HAMATUM WHOLE	""
MARRUBIUM ALBUM WHOLE	""
WHITE HOREHOUND WHOLE	""
MARRUBIUM APULUM WHOLE	""
MARRUBIUM VULGARE [WHO-DD]	""
MARRUBIUM UNCINATUM WHOLE	""
MARRUBIUM BALLOTOIDES WHOLE	""
MARRUBIUM VULGARE L.	""
MARRUBIUM VULGARE [HPUS]	""
HOREHOUND [HOC]	""
MARRUBIUM VAILLANTII WHOLE	""
MARRUBIUM GERMANICUM WHOLE	""
CHAMOMILLA COURRANTIANA WHOLE	""
MATRICARIA KOCHIANA WHOLE	""
MATRICARIA RECUTITA	""
MATRICARIA PUSILLA WHOLE	""
CHAMOMILLA CHAMOMILLA WHOLE	""
CHRYSANTHEMUM CHAMOMILLA WHOLE	""
CHAMOMILLA [HPUS]	""
CHAMAEMELUM VULGARE WHOLE	""
CHAMAEMELUM SUAVEOLENS WHOLE	""
TRUE CHAMOMILE WHOLE	""
CHAMOMILE WHOLE	""
SCENTED MAYWEED WHOLE	""
COURRANTIA CHAMOMILLOIDES WHOLE	""
PINEAPPLE WEED WHOLE	""
MATRICARIA CHAMOMILLA L.	""
MATRICARIA BAYERI WHOLE	""
MATRICARIA RECUTITA WHOLE	""
CAMOMILLA PATENS WHOLE	""
MATRICARIA COURRANTIANA WHOLE	""
GERMAN CHAMOMILE WHOLE	""
CHAMOMILE [HOC]	""
CHRYSANTHEMUM SUAVEOLENS WHOLE	""
MATRICARIA SUAVEOLENS WHOLE	""
WILD CHAMOMILE WHOLE	""
CHAMOMILLA VULGARIS WHOLE	""
PULEGIUM ERECTUM WHOLE	""
CAMOMILLA DEFLEXA WHOLE	""
MATRICARIA EXIGUA WHOLE	""
SWEET FALSE CHAMOMILE WHOLE	""
CHAMOMILLA OFFICINALIS WHOLE	""
MATRICARIA RECUTITA [WHO-DD]	""
CHAMAEMELUM CHAMOMILLA WHOLE	""
MATRICARIA WHOLE	""
CHAMOMILLA RECUTITA WHOLE	""
CHAMOMILLA WHOLE	""
MATRICARIA CHAMOMILLA WHOLE	""
MATRICARIA CAPITELLATA WHOLE	""
HUNGARIAN CHAMOMILE WHOLE	""
MATRICARIA SALINA WHOLE	""
MEDICA POLYMORPHA WHOLE	""
MEDICAGO RETICULATA WHOLE	""
BUR MEDICK WHOLE	""
MEDICAGO POLYCARPA WHOLE	""
MEDICAGO OLIGOCARPA WHOLE	""
MEDICAGO DISTANS WHOLE	""
MEDICAGO MICROCARPA WHOLE	""
MEDICA APICULATA WHOLE	""
MEDICA RETICULATA WHOLE	""
MEDICAGO PENTACYCLA WHOLE	""
MEDICAGO LORETII WHOLE	""
MEDICAGO STRICTA WHOLE	""
MEDICAGO CONICA WHOLE	""
MEDICA BIMURICATA WHOLE	""
MEDICAGO POLYMORPHA WHOLE	""
MEDICAGO POLYANTHA WHOLE	""
MEDICAGO CASPIA WHOLE	""
MEDICAGO REYNIERI WHOLE	""
MEDICAGO TEREBELLUM WHOLE	""
MEDICAGO AEGAGROPILA WHOLE	""
MEDICAGO DENTICULATA WHOLE	""
MEDICA DENTICULATA WHOLE	""
MEDICAGO SARDOA WHOLE	""
MEDICA PENTACYCLA WHOLE	""
MEDICAGO MICRODON WHOLE	""
MEDICAGO NIGRA WHOLE	""
MEDICAGO APICULATA WHOLE	""
MEDICAGO TRICYCLA WHOLE	""
MEDICAGO CONFINIS WHOLE	""
MEDICAGO GRACILLIMA WHOLE	""
MEDICAGO NEUROCARPOS WHOLE	""
BURCLOVER WHOLE	""
MEDICAGO FLEXUOSA WHOLE	""
MEDICAGO CASPICA WHOLE	""
MEDICAGO BERTEROANA WHOLE	""
MEDICAGO POLYMORPHA L.	""
MEDICAGO HAMATA WHOLE	""
MEDICAGO HYSTRIX WHOLE	""
MELIA SAMBUCINA WHOLE	""
MELIA BIRMANICA WHOLE	""
MELIA ORIENTALIS WHOLE	""
MELIA AZEDARACH L.	""
LELAH WHOLE	""
AZEDARACH DELETERIA WHOLE	""
AZEDARACH COMMELINII WHOLE	""
MELIA [HOC]	""
AZEDARACH FRAXINIFOLIA WHOLE	""
CHINABERRY TREE WHOLE	""
MELIA BOMBOLO WHOLE	""
MELIA COMPOSITA WHOLE	""
MELIA COCHINCHINENSIS WHOLE	""
PARAISO WHOLE	""
MELIA AZEDARACH WHOLE	""
AZEDARACH ODORATUM WHOLE	""
MELIA TOOSENDAN WHOLE	""
MELIA AZEDARACH [WHO-DD]	""
SYRINGA BERRYTREE WHOLE	""
MELIA DUBIA WHOLE	""
MELIA GUINEENSIS WHOLE	""
MELIA CHINENSIS WHOLE	""
INDIAN LILAC WHOLE	""
AZEDARACH SEMPERVIRENS WHOLE	""
MELIA ANGUSTIFOLIA WHOLE	""
CAPE LILAC WHOLE	""
AZEDARA SPECIOSA WHOLE	""
PERSIAN LILAC WHOLE	""
MEDICAGO ALBA WHOLE	""
HONEY-CLOVER WHOLE	""
WHITE SWEETCLOVER [HOC]	""
MELILOTUS ALBUS WHOLE	""
MELILOTUS ALBUS MEDIK.	""
WHITE SWEET-CLOVER WHOLE	""
MELILOTUS ALBA WHOLE	""
MELILOTUS LEUCANTHUS WHOLE	""
SERTULA ALBA WHOLE	""
WHITE MELILOT WHOLE	""
MELILOTUS ARGUTUS WHOLE	""
BOKHARA-CLOVER WHOLE	""
MELISSA OFFICINALIS [WHO-DD]	""
MELISSA OFFICINALIS L.	""
COMMON BALM WHOLE	""
MELISSA OFFICINALIS WHOLE	""
MELISSA BALM WHOLE	""
MELISSA OFFICINALIS	""
BALM WHOLE	""
MUTELIA OFFICINALIS WHOLE	""
THYMUS MELISSA WHOLE	""
LEMON BALM [VANDF]	""
SWEET BALM WHOLE	""
MELISSA WHOLE	""
FAUCIBARBA OFFICINALIS WHOLE	""
LEMON BALM WHOLE	""
LEMON BALM [HOC]	""
MELISSA OFFICINALIS EXTRACT [WHO-DD]	""
MELISSA OFFICINALIS [HPUS]	""
CALAMINTHA FENZLII WHOLE	""
PULEGIUM PARVIFLORUM WHOLE	""
MENTHA PULEGIUM [MART.]	""
PULEGIUM AROMATICUM WHOLE	""
EUROPEAN PENNYROYAL WHOLE	""
MENTHA PULEGIUM [WHO-DD]	""
MICROMERIA DALMATICA WHOLE	""
MINTHE PULEGIA WHOLE	""
MENTHA ALBARRACINENSIS WHOLE	""
SATUREJA FENZLII WHOLE	""
MENTHA PULEGIUM WHOLE	""
MENTHA HIRTIFLORA WHOLE	""
MENTHA SUBTOMENTELLA WHOLE	""
PULEGIUM MICRANTHUM WHOLE	""
PULEGIUM TOMENTELLUM WHOLE	""
MENTHA TOMENTELLA WHOLE	""
PENNYROYAL WHOLE	""
PULEGIUM PULEGIUM WHOLE	""
PULEGIUM HETEROPHYLLUM WHOLE	""
MENTHA DAGHESTANICA WHOLE	""
MICROMERIA MARITIMA WHOLE	""
MENTHA ERINOIDES WHOLE	""
MICROMERIA FENZLII WHOLE	""
MENTHA PULEGIUM [HPUS]	""
PENNYROYAL [VANDF]	""
PULEGIUM VULGARE WHOLE	""
MENTHA AUCHERI WHOLE	""
PULEGIUM PUBESCENS WHOLE	""
MENTHA PULEGIUM	""
MELISSA PULEGIUM WHOLE	""
MENTHA PULEGIUM L.	""
MENTHA PULEGIOIDES WHOLE	""
MENTHA GIBRALTARICA WHOLE	""
MENTHA TOMENTOSA WHOLE	""
PULEGIUM DAGHESTANICUM WHOLE	""
MENTHA NUMIDICA WHOLE	""
THYMUS BIDENTATUS WHOLE	""
MENTHA EXIGUA WHOLE	""
MENTHA MONTANA WHOLE	""
EUROPEAN PENNYROYAL [HOC]	""
CHUN E BO HE WHOLE	""
MENTHA VIRIDIS [HPUS]	""
MENTHA SPICATA L.	""
MENTHA SPICATA SUBSP. SPICATA WHOLE	""
MENTHA SPICATA	""
SPEARMINT WHOLE	""
SPEARMINT HERB WHOLE	""
MENTHA VIRIDIS WHOLE	""
