"name"	"common_name"
MENTHA SPICATA [WHO-DD]	""
MENTHA SPICATA WHOLE	""
SPEARMINT [HOC]	""
BUSH MINT WHOLE	""
ROANOKE-BELLS WHOLE	""
PULMONARIA VIRGINICA WHOLE	""
VIRGINIA COWSLIP [HOC]	""
LITHOSPERMUM VIRGINICUM WHOLE	""
LITHOSPERMUM PULCHRUM WHOLE	""
CERINTHODES VIRGINICUM WHOLE	""
MERTENSIA VIRGINICA (L.) PERS. EX LINK	""
CASSELIA VIRGINICA WHOLE	""
BLUEBELLS WHOLE	""
LUNGWORT OYSTERLEAF WHOLE	""
HIPPOGLOSSUM VIRGINICUM WHOLE	""
STEENHAMMERA VIRGINICA WHOLE	""
MERTENSIA VIRGINICA WHOLE	""
VIRGINIA COWSLIP WHOLE	""
PNEUMARIA VIRGINICA WHOLE	""
VIRGINIA BLUEBELLS WHOLE	""
MERTENSIA PULMONARIOIDES WHOLE	""
LIGUSTICUM MEUM WHOLE	""
MEUM ATHAMANTICUM JACQ.	""
MEUM ATHAMANTA WHOLE	""
SESELI MEUM WHOLE	""
CARUM MEUM WHOLE	""
AETHUSA TENUIFOLIUM WHOLE	""
MEUM NEVADENSE WHOLE	""
ATHAMANTA MEUM WHOLE	""
MEUM ATHAMANTICUM WHOLE	""
AETHUSA MEUM WHOLE	""
SELINUM MEUM WHOLE	""
WILLOUGHBYA FERRUGINEA WHOLE	""
MIKANIA MARTIANA WHOLE	""
WILLOUGHBYA BANISTERIAE WHOLE	""
MIKANIA MOLINENSIS WHOLE	""
WILLOUGHBYA LANUGINOSA WHOLE	""
MIKANIA SKUTCHII WHOLE	""
MIKANIA RUIZIANA WHOLE	""
MIKANIA AFFINIS WHOLE	""
WILLOUGHBYA CAUDATA WHOLE	""
MIKANIA MACBRIDEI WHOLE	""
MIKANIA GABRIELI WHOLE	""
MIKANIA KAVANAYENSIS WHOLE	""
MIKANIA MAZARUNIENSIS WHOLE	""
MIKANIA BANISTERIAE WHOLE	""
WILLOUGHBYA RUIZIANA WHOLE	""
MIKANIA FERRUGINEA WHOLE	""
MIKANIA BANISTERIAE [HOC]	""
MIKANIA PILOSA WHOLE	""
MIKANIA ANTIOQUIENSIS WHOLE	""
MIKANIA CANAGUENSIS WHOLE	""
MIKANIA KARSTENIANA WHOLE	""
CIPO CABELUNDO WHOLE	""
MIKANIA PTARETEPUIENSIS WHOLE	""
MIKANIA BANISTERIAE DC.	""
MIKANIA GABRIELII WHOLE	""
MIKANIA MERIDANA WHOLE	""
MIKANIA ONIAENSIS WHOLE	""
MIKANIA CAUDATA WHOLE	""
MIKANIA LANUGINOSA WHOLE	""
WILLOUGHBYA PILOSA WHOLE	""
WILLOUGHBYA GABRIELI WHOLE	""
MIKANIA BERGANTINENSIS WHOLE	""
MIKANIA HIRSUTISSIMA WHOLE	""
KNAUTIA SAGITTATA WHOLE	""
MIKANIA ALMAGROI WHOLE	""
WILLOUGHBYA HIRSUTISSIMA WHOLE	""
MIKANIA ANGULOSA WHOLE	""
MIKANIA FLORIBUNDA WHOLE	""
MIKANIA DIOSCOREAEFOLIA WHOLE	""
WILLOUGHBYA SCANDENS WHOLE	""
MIKANIA SCANDENS WHOLE	""
EUPATORIUM SCANDENS WHOLE	""
CLIMBING HEMPWEED WHOLE	""
MIKANIA SCANDENS (L.) WILLD.	""
CLIMBING HEMPVINE WHOLE	""
MIKANIA THUNBERGIOIDES WHOLE	""
WILLOUGHBYA HETEROPHYLLA WHOLE	""
SHAME PLANT WHOLE	""
EBURNAX PUDICA WHOLE	""
LAJJALU WHOLE	""
SHAME LADY WHOLE	""
MIMOSA ARGENTEA WHOLE	""
SENSITIVE GRASS WHOLE	""
SHAME BUSH WHOLE	""
SHAMEPLANT WHOLE	""
SENSITIVE PLANT WHOLE	""
SENSITIVE-PLANT WHOLE	""
MIMOSA HISPIDULA WHOLE	""
MIMOSA PUDICA L.	""
SHAME FACE WHOLE	""
SHAME WEED WHOLE	""
SENSITIVE PLANT [HOC]	""
MIMOSA PUDICA WHOLE	""
JALAPA DICHOTOMA WHOLE	""
MIRABILIS JALAPA L.	""
MIRABILIS PUBESCENS WHOLE	""
MIRABILIS PLANIFLORA WHOLE	""
MIRABILIS SUAVEOLENS WHOLE	""
ZI MO LI WHOLE	""
ZI MO	""
MIRABILIS PROCERA WHOLE	""
MIRABILIS LINDHEIMERI WHOLE	""
MIRABILIS AMBIGUA WHOLE	""
NYCTAGO MIRABILIS WHOLE	""
MIRABILIS PEDUNCULATA WHOLE	""
NYCTAGO DICHOTOMA WHOLE	""
MARVEL OF PERU WHOLE	""
FOUR O'CLOCK WHOLE	""
COMMON FOUR O'CLOCK WHOLE	""
ZI MO LI	""
MIRABILIS DICHOTOMA WHOLE	""
NYCTAGO JALAPAE WHOLE	""
MIRABILIS XALAPA WHOLE	""
MARVEL-OF-PERU WHOLE	""
MIRABILIS JALAPA WHOLE	""
MIRABILIS DIVARICATA WHOLE	""
GARDEN FOUR-O'CLOCK WHOLE	""
TRIMISTA LEVIGATA WHOLE	""
FOUR O'CLOCK [HOC]	""
JALAPA UNDULATA WHOLE	""
JALAPA OFFICINALIS WHOLE	""
COMMON FOUR-O'CLOCK WHOLE	""
JALAPA CONGESTA WHOLE	""
MIRABILIS ODORATA WHOLE	""
JALAPA OFFICINARUM WHOLE	""
SQUAW-BERRY WHOLE	""
PERDICESEA REPENS WHOLE	""
MITCHELLA REPENS WHOLE	""
PERDICESCA REPENS WHOLE	""
PARTRIDGE BERRY [HOC]	""
MITCHELLA REPENS L.	""
MITCHELLA REPENS	""
PARTRIDGEBERRY WHOLE	""
SQUAWVINE WHOLE	""
MITCHELLA REPENS [WHO-DD]	""
MITCHELLA REPENS [HPUS]	""
DISPERMA REPENS WHOLE	""
BORRERIA REMOTIFOLIA WHOLE	""
MITRACARPUS VERTICILLATUS WHOLE	""
MITRACARPUS PILOSUS WHOLE	""
STAUROSPERMUM VERTICILLATUM WHOLE	""
MITRACARPUS STYLOSUS WHOLE	""
MITRACARPUS VILLOSUS WHOLE	""
MITRACARPUS SIMPLEX WHOLE	""
SPERMACOCE DECLINATA WHOLE	""
SPERMACOCE HIRTA WHOLE	""
MITRACARPUS TORRESIANUS WHOLE	""
DIODIA VILLOSA WHOLE	""
MITRACARPUS HIRTUS WHOLE	""
SPERMACOCE DIFFUSA WHOLE	""
MITRACARPUS SCABER WHOLE	""
SPERMACOCE AFFINIS WHOLE	""
SPERMACOCE VILLOSA WHOLE	""
MITRACARPUS PALLIDUS WHOLE	""
MITRACARPUS DIFFUSUS WHOLE	""
MITRACARPUS HIRTUS (L.) DC.	""
MITRACARPUS SENEGALENSIS WHOLE	""
SPERMACOCE CRASSIFOLIA WHOLE	""
TROPICAL GIRDLEPOD WHOLE	""
SPERMACOCE STYLOSA WHOLE	""
SPERMACOCE CEPHALOTES WHOLE	""
SPERMACOCE GRACILIS WHOLE	""
MOMORDICA ELEGANS WHOLE	""
MOMORDICA CHARANTIA L.	""
MOMORDICA MURICATA WHOLE	""
SICYOS FAURIEI WHOLE	""
MOMORDICA CHARANTIA [WHO-DD]	""
CUCUMIS INTERMEDIUS WHOLE	""
MOMORDICA CHINENSIS WHOLE	""
MOMORDICA (MOMORDICA CHARANTIA) [HOC]	""
MOMORDICA SINENSIS WHOLE	""
BITTER MELON [HOC]	""
MOMORDICA CHARANTIA WHOLE	""
MOMORDICA INDICA WHOLE	""
BALSAMPEAR WHOLE	""
CUCUMIS ARGYI WHOLE	""
MOMORDICA THOLLONII WHOLE	""
MOMORDICA MACROPHYLLA WHOLE	""
MOMORDICA MELONIFLORA WHOLE	""
ZUCCA COMMERSONIANA WHOLE	""
MOMORDICA MIXTA WHOLE	""
MOMORDICA COCHINCHINENSIS (LOUR.) SPRENG.	""
MURICIA COCHINCHINENSIS WHOLE	""
MOMORDICA COCHINCHINENSIS WHOLE	""
MOMORDICA COCHINCHINENSIS [WHO-DD]	""
MONANTHIUM RETICULATUM WHOLE	""
MONESES UNIFLORA WHOLE	""
MONESES UNIFLORA A.GRAY	""
MONESES RETICULATA WHOLE	""
PYROLA HALLERI WHOLE	""
ONE-FLOWERED WINTERGREEN WHOLE	""
MONANTHIUM UNIFLORUM WHOLE	""
CHIMAPHILA RHOMBIFOLIA WHOLE	""
PYROLA UNIFLORA WHOLE	""
BRYOPHTHALMUM UNIFLORUM WHOLE	""
MONESES GRANDIFLORA WHOLE	""
WOODNYMPH WHOLE	""
SINGLE DELIGHT WHOLE	""
ONE-FLOWERED SHINLEAF WHOLE	""
PYROLA VERTICILLATA WHOLE	""
MYRICA PUSILLA WHOLE	""
MYRICA XALAPENSIS WHOLE	""
WAX MYRTLE WHOLE	""
MORELLA CERIFERA WHOLE	""
BAYBERRY WHOLE	""
MYRICA CERIFERA WHOLE	""
CEROTHAMNUS CERIFERUS WHOLE	""
CEROPHORA ANGUSTIFOLIA WHOLE	""
CANDLE BERRY WHOLE	""
CEROTHAMNUS PUMILUS WHOLE	""
PIMECARIA ODORATA WHOLE	""
MYRICA MEXICANA WHOLE	""
LACISTEMA ALTERUM WHOLE	""
CEROPHORA INODORA WHOLE	""
BAYBERRY (MORELLA CERIFERA) [HOC]	""
WAXMYRTLE WHOLE	""
CEROPHORA SPICANS WHOLE	""
SOUTHERN BAYBERRY WHOLE	""
MORELLA CERIFERA (L.) SMALL	""
LACISTEMA BERTEROANUM WHOLE	""
TALLOW SHRUB WHOLE	""
MYRICA DOMINGANA WHOLE	""
PSYCHOTRIA CHRYSORHIZA WHOLE	""
MORINDA CHACHUCA WHOLE	""
MORINDA CITRIFOLIA WHOLE	""
GREAT MORINDA WHOLE	""
AWL TREE WHOLE	""
MORINDA CITRIFOLIA L.	""
MORINDA MUDIA WHOLE	""
MORINDA MULTIFLORA WHOLE	""
MORINDA LIGULATA WHOLE	""
MORINDA LITTORALIS WHOLE	""
MORINDA MACROPHYLLA WHOLE	""
MORINDA TINCTORIA WHOLE	""
MORINDA ZOLLINGERIANA WHOLE	""
MORINDA TEYSMANNIANA WHOLE	""
MORINDA ANGUSTIFOLIA WHOLE	""
HOG APPLE WHOLE	""
MORINDA CHRYSORHIZA WHOLE	""
MORINDA CITRIFOLIA [WHO-DD]	""
SARCOCEPHALUS LEICHHARDTII WHOLE	""
PLATANOCEPHALUS ORIENTALIS WHOLE	""
NONI [HOC]	""
MORINDA ELLIPTICA WHOLE	""
MORINDA BRACTEATA WHOLE	""
MORINDA QUADRANGULARIS WHOLE	""
ROTTEN CHEESEFRUIT WHOLE	""
CANARY WOOD WHOLE	""
MORINDA TOMENTOSA WHOLE	""
MORINDA ASPERA WHOLE	""
NONI WHOLE	""
MORINDA NODOSA WHOLE	""
SAMAMA CITRIFOLIA WHOLE	""
BEACH MULBERRY WHOLE	""
MORINDA STENOPHYLLA WHOLE	""
MORINDA COREIA VAR. STENOPHYLLA WHOLE	""
MORUS PENSYLVANICA WHOLE	""
MORUS RUBRA WHOLE	""
MORUS SCABRA WHOLE	""
RED MULBERRY WHOLE	""
MORUS CANADENSIS WHOLE	""
MORUS TOMENTOSA WHOLE	""
MORUS RUBRA L.	""
TRUE MYRTLE WHOLE	""
MYRTLE [HOC]	""
MYRTUS COMMUNIS SUBSP. COMMUNIS WHOLE	""
MYRTLE WHOLE	""
MYRTUS COMMUNIS WHOLE	""
COMMON MYRTLE WHOLE	""
MYRTUS COMMUNIS L.	""
MYRTUS COMMUNIS [WHO-DD]	""
NASTURTIUM OFFICINALE WHOLE	""
NASTURTIUM FONTANUM WHOLE	""
CARDAMINE AQUATICA WHOLE	""
SISYMBRIUM NASTURTIUM-AQUATICUM WHOLE	""
RORIPPA NASTURTIUM-AQUATICUM WHOLE	""
SISYMBRIUM FLUVIATILE WHOLE	""
NASTURTIUM AQUATICUM WHOLE	""
NASTURTIUM SIIFOLIUM WHOLE	""
ARABIS NASTURTIUM WHOLE	""
RORIPPA OFFICINALIS WHOLE	""
NASTURTIUM RORIDULUM WHOLE	""
DICTYOSPERMA OLGAE WHOLE	""
WATERCRESS [HOC]	""
SISYMBRIUM CARDAMINEFOLIUM WHOLE	""
CARDAMINUM NASTURTIUM WHOLE	""
CARDAMINE NASTURTIUM-AQUATICUM WHOLE	""
BAEUMERTA NASTURTIUM WHOLE	""
RORIPPA NASTURTIUM WHOLE	""
NASTURTIUM NASTURTIUM-AQUATICUM WHOLE	""
CRUCIFERA FONTANA WHOLE	""
WATERCRESS WHOLE	""
RADICULA NASTURTIUM-AQUATICUM WHOLE	""
NASTURTIUM OFFICINALE R.BR.	""
CARDAMINE NASTURTIUM WHOLE	""
SISYMBRIUM AMARUM WHOLE	""
BAEUMERTA NASTURTIUM-AQUATICUM WHOLE	""
CARDAMINE FONTANA WHOLE	""
NASTURTIUM OFFICINALE [WHO-DD]	""
NEPETA BODINIERI WHOLE	""
CATNIP WHOLE	""
CATMINT WHOLE	""
FIELD BALM WHOLE	""
CATSWORT WHOLE	""
NEPETA MOLLIS WHOLE	""
CATARIA TOMENTOSA WHOLE	""
CATARIA VULGARIS WHOLE	""
CALAMINTHA ALBIFLORA WHOLE	""
CATWORT WHOLE	""
GLECHOMA MACRURA WHOLE	""
NEPETA CATARIA WHOLE	""
JIA JING JIE	""
NEPETA LAURENTII WHOLE	""
NEPETA CERETANA WHOLE	""
NEPETA MACRURA WHOLE	""
NEPETA CITRIODORA WHOLE	""
CATNIP [HOC]	""
GLECHOMA CATARIA WHOLE	""
NEPETA MINOR WHOLE	""
NEPETA CATARIA L.	""
NEPETA TOMENTOSA WHOLE	""
GLECHOMA ERECTA WHOLE	""
GLECHOMA CALAMINTHODES WHOLE	""
INDIAN CATNIP WHOLE	""
NEPETA RUDERALIS WHOLE	""
NEPETA HINDOSTANA WHOLE	""
GLECHOMA INDICA WHOLE	""
NEPETA HINDOSTANA (B.HEYNE EX ROTH) HAINES	""
NEPETA CLINOPODIOIDES WHOLE	""
GLECHOMA HINDOSTANA WHOLE	""
INDIAN CATNIP [HOC]	""
NEPETA CALAMINTHOIDES WHOLE	""
THYMUS NEPETOIDES WHOLE	""
NEPETA HINDOSTANA [WHO-DD]	""
SCHIZONEPETA [HOC]	""
NEPETA TENUIFOLIA WHOLE	""
GLECHOMA TENUIFOLIA WHOLE	""
GLECHOMA JAPONICA WHOLE	""
ELSHOLTZIA INTEGRIFOLIA WHOLE	""
NEPETA VANIOTIANA WHOLE	""
NEPETA TENUIFOLIA BENTH.	""
SCHIZONEPETA TENUIFOLIA WHOLE	""
SCHIZONEPETA TENUIFOLIA [WHO-DD]	""
NEPETA JAPONICA WHOLE	""
NEPHROLEPIS CORDIFOLIA (L.) C. PRESL	""
NARROW SWORDFERN WHOLE	""
SWORD FERN WHOLE	""
NEPHRODIUM TUBEROSUM WHOLE	""
BOSTON FERN WHOLE	""
NEPHROLEPIS CORDIFOLIA WHOLE	""
ASPIDIUM CORDIFOLIUM WHOLE	""
ASPIDIUM TUBEROSUM WHOLE	""
TUBER LADDER FERN WHOLE	""
POLYPODIUM CORDIFOLIUM WHOLE	""
NERIUM GRANDIFLORUM WHOLE	""
NERIUM MADONII WHOLE	""
ROSA LAUREL WHOLE	""
OLEANDER WHOLE	""
ROSE-BAY WHOLE	""
NERIUM OLEANDER [WHO-DD]	""
NERIUM ODORATISSIMUM WHOLE	""
NERIUM LATIFOLIUM WHOLE	""
KARAVIRA WHOLE	""
NERIUM OLEANDER WHOLE	""
NERIUM ODORATUM WHOLE	""
OLEANDER INDICA WHOLE	""
NERIUM CARNEUM WHOLE	""
NERIUM JAPONICUM WHOLE	""
OLEANDER VULGARIS WHOLE	""
NERIUM FLAVESCENS WHOLE	""
NERIUM SPLENDENS WHOLE	""
NERIUM KOTSCHYI WHOLE	""
NERIUM LAURIFORME WHOLE	""
NERIUM THYRSIFLORUM WHOLE	""
OLEANDER [HOC]	""
NERIUM FLORIDUM WHOLE	""
NERIUM INDICUM WHOLE	""
"97WZM8FCEA"	""
NERION OLEANDRUM WHOLE	""
NERIUM ODORUM WHOLE	""
NERIUM MASCATENSE WHOLE	""
NERIUM OLEANDER L.	""
NEUROLAENA LOBATA WHOLE	""
EUPATORIUM CHRYSOCEPHALUM WHOLE	""
CONYZA LOBATA WHOLE	""
CALEA LOBATA WHOLE	""
NEUROLAENA INTEGRIFOLIA WHOLE	""
SEPI WHOLE	""
NEUROLAENA SURIANI WHOLE	""
CALEA SURIANI WHOLE	""
CONYZA SYMPHYTIFOLIA WHOLE	""
CRITONIA CHRYSOCEPHALUM WHOLE	""
CRITONIA CHRYSOCEPHALA WHOLE	""
EUPATORIUM VALVERDEANUM WHOLE	""
NEUROLAENA LOBATA (L.) R.BR. EX CASS.	""
PLUCHEA SYMPHYTIFOLIA WHOLE	""
NICOTIDENDRON GLAUCA WHOLE	""
NICOTIANA GLAUCA WHOLE	""
NICOTIANA GLAUCA GRAHAM	""
TREE TOBACCO [HOC]	""
SIPHAULAX GLABRA WHOLE	""
TREE TOBACCO WHOLE	""
POLYPODIUM PORRECTUM WHOLE	""
DRYNARIA CRASSIFOLIA WHOLE	""
PESSOPTERIS CRASSIFOLIA WHOLE	""
NIPHIDIUM CRASSIFOLIUM WHOLE	""
POLYPODIUM CRASSIFOLIUM WHOLE	""
DIPTERIS CRASSIFOLIA WHOLE	""
PLEURIDIUM CRASSIFOLIUM WHOLE	""
GRACEFUL FERN WHOLE	""
NIPHIDIUM CRASSIFOLIUM (L.) LELLINGER	""
PLEURIDIUM ANGUSTUM WHOLE	""
PHYMATODES CRASSIFOLIA WHOLE	""
PLEOPELTIS CRASSIFOLIA WHOLE	""
NOTOPTERYGIUM INCISUM WHOLE	""
QIANG HUO (NOTOPTERYGIUM INCISUM) WHOLE	""
NOTOPTERYGIUM RHIZOMA ET RADIX (NOTOPTERYGIUM INCISUM) WHOLE	""
NOTOPTERYGIUM (NOTOPTERYGIUM INCISUM) [HOC]	""
NOTOPTERYGII RHIZOMA (NOTOPTERYGIUM INCISUM) WHOLE	""
NYMPHOZANTHUS SERICEUS WHOLE	""
YELLOW COWLILY WHOLE	""
NUPHAR LUTEA [WHO-DD]	""
SPATTERDOCK WHOLE	""
NUPHAR SPATHULIFERA WHOLE	""
NYMPHOZANTHUS VULGARIS WHOLE	""
NUPHAR RIVULARIS WHOLE	""
NUPHAR LUTEUM WHOLE	""
NYMPHOZANTHUS AFFINIS WHOLE	""
NUPHAR AFFINIS WHOLE	""
YELLOW WATER-LILY WHOLE	""
NUPHAR LUTEA (L.) SM.	""
YELLOW WATER LILY WHOLE	""
NYMPHAEA LUTEA WHOLE	""
NYMPHAEA AFFINIS WHOLE	""
COW LILY WHOLE	""
NENUPHAR LUTEUM WHOLE	""
NUPHAR LUTEA WHOLE	""
NUPHAR SYSTYLA WHOLE	""
YELLOW POND-LILY WHOLE	""
NUPHAR TENELLA WHOLE	""
NYMPHOZANTHUS LUTEUS WHOLE	""
NYMPHAEA UMBILICALIS WHOLE	""
NUPHAR SERICEA WHOLE	""
YELLOW PONDLILY WHOLE	""
NYMPHONA LUTEA WHOLE	""
NYMPHAEA PARKERIANA WHOLE	""
AMERICAN WHITE WATERLILY WHOLE	""
CASTALIA PRINGLEI WHOLE	""
NYMPHAEA ODORATA AITON	""
LEUCONYMPHAEA RENIFORMIS WHOLE	""
CASTALIA MINOR WHOLE	""
CASTALIA PUDICA WHOLE	""
LEUCONYMPHAEA PARKERIANA WHOLE	""
CASTALIA ALBA WHOLE	""
NYMPHAEA MINOR WHOLE	""
CASTALIA RENIFORMIS WHOLE	""
NYMPHAEA LEKOPHYLLA WHOLE	""
NYMPHAEA RENIFORMIS WHOLE	""
CASTALIA ODORATA WHOLE	""
AMERICAN WATERLILY WHOLE	""
NYMPHAEA MAXIMILIANI WHOLE	""
NUPHAR LEKOPHYLLA WHOLE	""
WHITE WATERLILY WHOLE	""
LEUCONYMPHAEA ODORATA WHOLE	""
FRAGRANT WATERLILY WHOLE	""
NYMPHAEA ODORATA RHIZOME/WHOLE	""
NYMPHAEA ODORATA WHOLE	""
CASTALIA LEKOPHYLLA WHOLE	""
FRAGRANT WATERLILY [HOC]	""
OCIMUM TENUIFLORUM [WHO-DD]	""
OCIMUM SUBSERRATUM WHOLE	""
OCIMUM MONACHORUM WHOLE	""
PLECTRANTHUS MONACHORUM WHOLE	""
OCIMUM TENUIFLORUM WHOLE	""
OCIMUM TENUIFLORUM L.	""
OCIMUM TOMENTOSUM WHOLE	""
LUMNITZERA TENUIFLORA WHOLE	""
OCIMUM SCUTELLARIOIDES WHOLE	""
OCIMUM SANCTUM WHOLE	""
MOSCHOSMA TENUIFLORUM WHOLE	""
OCIMUM INODORUM WHOLE	""
HOLY BASIL [HOC]	""
OCIMUM ANISODORUM WHOLE	""
OCIMUM CARYOPHYLLINUM WHOLE	""
OCIMUM HIRSUTUM WHOLE	""
HOLY BASIL WHOLE	""
GENIOSPORUM TENUIFLORUM WHOLE	""
OENANTHE AQUATICA (L.) POIR.	""
PHELLANDRIUM AQUATICUM WHOLE	""
OENANTHE AQUATICA [WHO-DD]	""
OENANTHE AQUATICA WHOLE	""
SELINUM PHELLANDRIUM WHOLE	""
OLEA EUROPAEA [WHO-DD]	""
OLEA SATIVA WHOLE	""
OLEA EUROPAEA L.	""
OLEA EUROPAEA WHOLE	""
OLEA EUROPAEA (OLIVE) WHOLE	""
OLIVE [HOC]	""
COMMON OLIVE WHOLE	""
OLIVE WHOLE	""
EUROPEAN OLIVE WHOLE	""
ANONIS SPINOSA WHOLE	""
BONAGA SPINOSA WHOLE	""
ONONIS SPINOSA L.	""
RESTHARROW [HOC]	""
ONONIS CAMPESTRIS	""
RESTHARROW WHOLE	""
CAMMOCK	""
ONONIS SPINOSA WHOLE	""
ONONIS CAMPESTRIS WHOLE	""
ONONIS SPINOSA [HPUS]	""
CAMMOCK WHOLE	""
OPLOPANAX HORRIDUS [WHO-DD]	""
DEVIL'S CLUB [HOC]	""
RICINOPHYLLUM AMERICANUM WHOLE	""
ECHINOPANAX HORRIDUS WHOLE	""
DEVILSCLUB WHOLE	""
FATSIA HORRIDA WHOLE	""
RICINOPHYLLUM HORRIDUM WHOLE	""
OPLOPANAX HORRIDUS (SM.) MIQ.	""
ARALIA OCCIDENTALIS WHOLE	""
DEVIL'S CLUB WHOLE	""
DEVIL'S WALKING STICK WHOLE	""
ARALIA ERINACEA WHOLE	""
HORSFIELDIA HORRIDA WHOLE	""
PANAX HORRIDUS WHOLE	""
OPLOPANAX HORRIDUS WHOLE	""
OPUNTIA HUMIFUSA WHOLE	""
OPUNTIA ITALICA WHOLE	""
OPUNTIA HUMIFUSA (RAF.) RAF.	""
CACTUS ITALICUS WHOLE	""
CACTUS HUMIFUSUS WHOLE	""
ORBEXILUM PEDUNCULATUM WHOLE	""
PSORALEA EGLANDULOSA WHOLE	""
HEDYSARUM PEDUNCULATUM WHOLE	""
DESMODIUM PEDUNCULATUM WHOLE	""
ORBEXILUM PEDUNCULATUM (MILL.) RYDB.	""
SAMPSON'S SNAKEROOT WHOLE	""
ORIGANUM COMPACTUM [WHO-DD]	""
ORIGANUM COMPACTUM BENTH.	""
ORIGANUM COMPACTUM WHOLE	""
MAJORANA DUBIA WHOLE	""
MAJORANA OVATIFOLIA WHOLE	""
ORIGANUM MAJORANA [HPUS]	""
MAJORANA MEXICANA WHOLE	""
ORIGANUM MAJORANA L.	""
MAJORANA SUFFRUTICOSA WHOLE	""
ORIGANUM SALVIFOLIUM WHOLE	""
ORIGANUM MAJORANA WHOLE	""
MAJORANA OVALIFOLIA WHOLE	""
ANNUAL MARJORUM WHOLE	""
MAJORANA TENUIFOLIA WHOLE	""
MAJORANA VULGARIS WHOLE	""
ORIGANUM DUBIUM WHOLE	""
MAJORANA UNCINATA WHOLE	""
SWEET MARJORAM [HOC]	""
SWEET MARJORAM WHOLE	""
ORIGANUM MAJORANA	""
ORIGANUM MAJORANOIDES WHOLE	""
THYMUS MAJORANA WHOLE	""
MAJORANA MAJORANA WHOLE	""
ORIGANUM CONFERTUM WHOLE	""
MAJORANA HORTENSIS WHOLE	""
ORIGANUM ODORUM WHOLE	""
ORIGANUM MAJORANA [WHO-DD]	""
AMARACUS MAJORANA WHOLE	""
MAJORANA FRAGRANS WHOLE	""
MAJORANA OREGA WHOLE	""
ORIGANUM OREGA WHOLE	""
ORIGANUM PALLIDUM WHOLE	""
MAJORANA OREJA WHOLE	""
ORIGANUM ONITES WHOLE	""
SCHIZOCALYX SMYRNAEUS WHOLE	""
MAJORANA CRETICA WHOLE	""
ONITES TOMENTOSUS WHOLE	""
MAJORANA ONITES WHOLE	""
ORIGANUM SMYRNAEUM WHOLE	""
ORIGANUM ONITES L.	""
MAJORANA SMYRNAEA WHOLE	""
POT MARJORAM WHOLE	""
ORIGANUM TRAGORIGANUM WHOLE	""
SCHIZOCALYX SYRIACUS WHOLE	""
ORIGANUM SYRIACUM L.	""
MAJORANA SYRIACA WHOLE	""
ORIGANUM SYRIACUM WHOLE	""
OXALIS AMERICANA WHOLE	""
OXALIS TAQUETII WHOLE	""
OXALIS ACETOSELLA L.	""
OXYS PLINIANA WHOLE	""
MOUNTAIN WOODSORREL WHOLE	""
OXALIS ACETOSELLA WHOLE	""
OXYS ALBA WHOLE	""
WOOD SORREL (OXALIS MONTANA) [HOC]	""
COMMON WOOD SORREL WHOLE	""
OXALIS MONTANA WHOLE	""
ACETOSELLA ALBA WHOLE	""
OXALIS PARVIFLORA WHOLE	""
OXYS VULGARIS WHOLE	""
OXALIS ALBA WHOLE	""
OXALIS ACETOSELLA [WHO-DD]	""
OXYS ACETOSELLA WHOLE	""
OXALIS VULGARIS WHOLE	""
OXALIS NEMORALIS WHOLE	""
ACETOSA DIGYNA WHOLE	""
RUMEX DIGYNUS WHOLE	""
RUMEX RENIFORMIS WHOLE	""
OXYRIA RENIFORMIS WHOLE	""
OXYRIA ACIDA WHOLE	""
LAPATHUM DIGYNUM WHOLE	""
OXYRIA DIGYNA WHOLE	""
OXYRIA ELATIOR WHOLE	""
OXYRIA ROTUNDIFOLIA WHOLE	""
RHEUM DIGYNUM WHOLE	""
OXYRIA DIGYNA (L.) HILL	""
DONIA SAPIDA WHOLE	""
DONIA DIGYNA WHOLE	""
ALPINE MOUNTAINSORREL WHOLE	""
DRACAENA HIRSUTA WHOLE	""
PALISOTA THYRSOSTACHYA WHOLE	""
PALISOTA MACLAUDII WHOLE	""
PALISOTA WAIBELII WHOLE	""
DIANELLA TRIANDRA WHOLE	""
PALISOTA HIRSUTA WHOLE	""
PALISOTA HIRSUTA (THUNB.) K.SCHUM.	""
PALISOTA PRIONOSTACHYS WHOLE	""
ZIZIPHUS PALIURUS WHOLE	""
ZIZIPHUS AMPHIBIA WHOLE	""
RHAMNUS PALIURUS WHOLE	""
RHAMNUS HORRIDA WHOLE	""
PALIURUS SPINA-CHRISTI [WHO-DD]	""
PALIURUS ACULEATUS WHOLE	""
PALIURUS SPINA-CHRISTI MILL.	""
PALIURUS SPINA-CHRISTI WHOLE	""
PALIURUS MICROCARPUS WHOLE	""
RHAMNUS AUSTRALIS WHOLE	""
HONG SHEN WHOLE	""
ASIAN GINSENG [HOC]	""
REN SENG WHOLE	""
MAN WHOLE	""
ASIAN GINSENG WHOLE	""
PANAX VERUS WHOLE	""
PANAX SCHINSENG WHOLE	""
KOREAN GINSENG WHOLE	""
PANAX GINSENG C.A.MEY.	""
REN SHEN WHOLE	""
ARALIA GINSENG WHOLE	""
INSAM WHOLE	""
CHINESE GINSENG WHOLE	""
NINJIN WHOLE	""
PANAX GINSENG WHOLE	""
TRUE GINSENG WHOLE	""
PAPAVER GUERLEKENSE WHOLE	""
PAPAVER INSIGNITUM WHOLE	""
PAPAVER RHOEAS WHOLE	""
